,timestamp,reviews.csv
0,2023-06-28 03:42:53,0
1,2023-06-28 03:42:58,0
2,2023-06-28 03:43:03,0
3,2023-06-28 03:43:08,0
4,2023-06-28 03:43:13,0
5,2023-06-28 03:43:18,0
6,2023-06-28 03:43:23,0
7,2023-06-28 03:43:28,0
8,2023-06-28 03:43:33,0
9,2023-06-28 03:43:38,0
10,2023-06-28 03:43:43,0
11,2023-06-28 03:43:48,0
12,2023-06-28 03:43:53,0
13,2023-06-28 03:43:58,0
14,2023-06-28 03:44:03,0
15,2023-06-28 03:44:08,0
16,2023-06-28 03:44:13,0
17,2023-06-28 03:44:18,0
18,2023-06-28 03:44:23,0
19,2023-06-28 03:44:28,0
20,2023-06-28 03:44:33,0
21,2023-06-28 03:44:38,0
22,2023-06-28 03:44:43,0
23,2023-06-28 03:44:48,0
24,2023-06-28 03:44:53,0
25,2023-06-28 03:44:58,0
26,2023-06-28 03:45:03,0
27,2023-06-28 03:45:08,0
28,2023-06-28 03:45:13,0
29,2023-06-28 03:45:18,0
30,2023-06-28 03:45:23,0
31,2023-06-28 03:45:28,0
32,2023-06-28 03:45:33,0
33,2023-06-28 03:45:38,0
34,2023-06-28 03:45:43,0
35,2023-06-28 03:45:48,0
36,2023-06-28 03:45:53,0
37,2023-06-28 03:45:58,0
38,2023-06-28 03:46:03,0
39,2023-06-28 03:46:08,0
40,2023-06-28 03:46:13,0
41,2023-06-28 03:46:18,0
42,2023-06-28 03:46:23,0
43,2023-06-28 03:46:28,0
44,2023-06-28 03:46:33,0
45,2023-06-28 03:46:38,0
46,2023-06-28 03:46:43,0
47,2023-06-28 03:46:48,0
48,2023-06-28 03:46:53,0
49,2023-06-28 03:46:58,0
50,2023-06-28 03:47:03,0
51,2023-06-28 03:47:08,0
52,2023-06-28 03:47:13,0
53,2023-06-28 03:47:18,0
54,2023-06-28 03:47:23,0
55,2023-06-28 03:47:28,0
56,2023-06-28 03:47:33,0
57,2023-06-28 03:47:38,0
58,2023-06-28 03:47:43,0
59,2023-06-28 03:47:48,0
60,2023-06-28 03:47:53,0
61,2023-06-28 03:47:58,0
62,2023-06-28 03:48:03,0
63,2023-06-28 03:48:08,0
64,2023-06-28 03:48:13,0
65,2023-06-28 03:48:18,0
66,2023-06-28 03:48:23,0
67,2023-06-28 03:48:28,0
68,2023-06-28 03:48:33,0
69,2023-06-28 03:48:38,0
70,2023-06-28 03:48:43,0
71,2023-06-28 03:48:48,0
72,2023-06-28 03:48:53,0
73,2023-06-28 03:48:58,0
74,2023-06-28 03:49:03,0
75,2023-06-28 03:49:08,0
76,2023-06-28 03:49:13,0
77,2023-06-28 03:49:18,0
78,2023-06-28 03:49:23,0
79,2023-06-28 03:49:28,0
80,2023-06-28 03:49:33,0
81,2023-06-28 03:49:38,0
82,2023-06-28 03:49:43,0
83,2023-06-28 03:49:48,0
84,2023-06-28 03:49:53,0
85,2023-06-28 03:49:58,0
86,2023-06-28 03:50:03,0
87,2023-06-28 03:50:08,0
88,2023-06-28 03:50:13,0
89,2023-06-28 03:50:18,0
90,2023-06-28 03:50:23,0
91,2023-06-28 03:50:28,0
92,2023-06-28 03:50:33,0
93,2023-06-28 03:50:38,0
94,2023-06-28 03:50:43,0
95,2023-06-28 03:50:48,0
96,2023-06-28 03:50:53,0
97,2023-06-28 03:50:58,0
98,2023-06-28 03:51:03,0
99,2023-06-28 03:51:08,0
100,2023-06-28 03:51:13,0
101,2023-06-28 03:51:18,0
102,2023-06-28 03:51:23,0
103,2023-06-28 03:51:28,0
104,2023-06-28 03:51:33,0
105,2023-06-28 03:51:38,0
106,2023-06-28 03:51:43,0
107,2023-06-28 03:51:48,0
108,2023-06-28 03:51:53,0
109,2023-06-28 03:51:58,0
110,2023-06-28 03:52:03,0
111,2023-06-28 03:52:08,0
112,2023-06-28 03:52:13,0
113,2023-06-28 03:52:18,0
114,2023-06-28 03:52:23,0
115,2023-06-28 03:52:28,0
116,2023-06-28 03:52:33,0
117,2023-06-28 03:52:38,0
118,2023-06-28 03:52:43,0
119,2023-06-28 03:52:48,0
120,2023-06-28 03:52:53,0
