,timestamp,front.csv
0,2023-08-24 15:09:31,0
1,2023-08-24 15:09:36,0
2,2023-08-24 15:09:41,0
3,2023-08-24 15:09:46,0
4,2023-08-24 15:09:51,0
5,2023-08-24 15:09:56,0
6,2023-08-24 15:10:01,0
7,2023-08-24 15:10:06,0
8,2023-08-24 15:10:11,0
9,2023-08-24 15:10:16,0
10,2023-08-24 15:10:21,0
11,2023-08-24 15:10:26,0
12,2023-08-24 15:10:31,0
13,2023-08-24 15:10:36,0
14,2023-08-24 15:10:41,0
15,2023-08-24 15:10:46,0
16,2023-08-24 15:10:51,0
17,2023-08-24 15:10:56,1
18,2023-08-24 15:11:01,0
19,2023-08-24 15:11:06,0
20,2023-08-24 15:11:11,0
21,2023-08-24 15:11:16,0
22,2023-08-24 15:11:21,0
23,2023-08-24 15:11:26,0
24,2023-08-24 15:11:31,0
25,2023-08-24 15:11:36,0
26,2023-08-24 15:11:41,0
27,2023-08-24 15:11:46,0
28,2023-08-24 15:11:51,0
29,2023-08-24 15:11:56,0
30,2023-08-24 15:12:01,0
31,2023-08-24 15:12:06,0
32,2023-08-24 15:12:11,0
33,2023-08-24 15:12:16,0
34,2023-08-24 15:12:21,0
35,2023-08-24 15:12:26,0
36,2023-08-24 15:12:31,0
37,2023-08-24 15:12:36,0
38,2023-08-24 15:12:41,0
39,2023-08-24 15:12:46,0
40,2023-08-24 15:12:51,0
41,2023-08-24 15:12:56,0
42,2023-08-24 15:13:01,0
43,2023-08-24 15:13:06,0
44,2023-08-24 15:13:11,0
45,2023-08-24 15:13:16,0
46,2023-08-24 15:13:21,0
47,2023-08-24 15:13:26,0
48,2023-08-24 15:13:31,0
49,2023-08-24 15:13:36,0
50,2023-08-24 15:13:41,0
51,2023-08-24 15:13:46,0
52,2023-08-24 15:13:51,0
53,2023-08-24 15:13:56,0
54,2023-08-24 15:14:01,0
55,2023-08-24 15:14:06,0
56,2023-08-24 15:14:11,0
57,2023-08-24 15:14:16,1
58,2023-08-24 15:14:21,0
59,2023-08-24 15:14:26,0
60,2023-08-24 15:14:31,0
61,2023-08-24 15:14:36,0
62,2023-08-24 15:14:41,0
63,2023-08-24 15:14:46,0
64,2023-08-24 15:14:51,0
65,2023-08-24 15:14:56,0
66,2023-08-24 15:15:01,0
67,2023-08-24 15:15:06,0
68,2023-08-24 15:15:11,0
69,2023-08-24 15:15:16,0
70,2023-08-24 15:15:21,0
71,2023-08-24 15:15:26,0
72,2023-08-24 15:15:31,0
73,2023-08-24 15:15:36,0
74,2023-08-24 15:15:41,0
75,2023-08-24 15:15:46,0
76,2023-08-24 15:15:51,0
77,2023-08-24 15:15:56,0
78,2023-08-24 15:16:01,0
79,2023-08-24 15:16:06,0
80,2023-08-24 15:16:11,0
81,2023-08-24 15:16:16,0
82,2023-08-24 15:16:21,0
83,2023-08-24 15:16:26,0
84,2023-08-24 15:16:31,0
85,2023-08-24 15:16:36,0
86,2023-08-24 15:16:41,0
87,2023-08-24 15:16:46,0
88,2023-08-24 15:16:51,0
89,2023-08-24 15:16:56,0
90,2023-08-24 15:17:01,0
91,2023-08-24 15:17:06,0
92,2023-08-24 15:17:11,0
93,2023-08-24 15:17:16,0
94,2023-08-24 15:17:21,0
95,2023-08-24 15:17:26,0
96,2023-08-24 15:17:31,0
97,2023-08-24 15:17:36,0
98,2023-08-24 15:17:41,0
99,2023-08-24 15:17:46,0
100,2023-08-24 15:17:51,0
101,2023-08-24 15:17:56,0
102,2023-08-24 15:18:01,0
103,2023-08-24 15:18:06,0
104,2023-08-24 15:18:11,0
105,2023-08-24 15:18:16,0
106,2023-08-24 15:18:21,0
107,2023-08-24 15:18:26,0
108,2023-08-24 15:18:31,0
109,2023-08-24 15:18:36,0
110,2023-08-24 15:18:41,0
111,2023-08-24 15:18:46,0
112,2023-08-24 15:18:51,0
113,2023-08-24 15:18:56,0
114,2023-08-24 15:19:01,0
115,2023-08-24 15:19:06,0
116,2023-08-24 15:19:11,0
117,2023-08-24 15:19:16,0
118,2023-08-24 15:19:21,1
119,2023-08-24 15:19:26,0
120,2023-08-24 15:19:31,0
